timestamp,type,severity,message,lat,lon
2025-10-27T18:23:41.194926,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.9 cm.,,
2025-10-27T18:23:41.742269,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.0 cm.,,
2025-10-27T18:23:42.344013,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.0 cm.,,
2025-10-27T18:23:42.908584,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.1 cm.,,
2025-10-27T18:23:43.444661,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.2 cm.,,
2025-10-27T18:23:44.028975,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.3 cm.,,
2025-10-27T18:23:44.561117,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.4 cm.,,
2025-10-27T18:23:45.209567,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.4 cm.,,
2025-10-27T18:23:46.459111,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.5 cm.,,
2025-10-27T18:23:46.929449,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.6 cm.,,
2025-10-27T18:23:47.418006,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.7 cm.,,
2025-10-27T18:23:47.957079,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.8 cm.,,
2025-10-27T18:23:48.452224,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.8 cm.,,
2025-10-27T18:23:49.074022,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 183.9 cm.,,
2025-10-27T18:23:49.675292,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.0 cm.,,
2025-10-27T18:23:50.241141,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.1 cm.,,
2025-10-27T18:23:50.825615,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.2 cm.,,
2025-10-27T18:23:51.393577,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.2 cm.,,
2025-10-27T18:23:51.981136,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.3 cm.,,
2025-10-27T18:23:52.548663,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.4 cm.,,
2025-10-27T18:23:53.195884,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.5 cm.,,
2025-10-27T18:23:53.930685,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.6 cm.,,
2025-10-27T18:23:54.728079,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.6 cm.,,
2025-10-27T18:23:55.565482,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.7 cm.,,
2025-10-27T18:23:56.134176,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.8 cm.,,
2025-10-27T18:23:56.708995,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 184.9 cm.,,
2025-10-27T18:23:57.302049,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.0 cm.,,
2025-10-27T18:23:57.956222,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.0 cm.,,
2025-10-27T18:23:58.546703,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.1 cm.,,
2025-10-27T18:23:59.264350,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.2 cm.,,
2025-10-27T18:24:00.394975,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.3 cm.,,
2025-10-27T18:24:00.939830,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.4 cm.,,
2025-10-27T18:24:01.448300,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.4 cm.,,
2025-10-27T18:24:01.939284,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.5 cm.,,
2025-10-27T18:24:02.555815,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.6 cm.,,
2025-10-27T18:24:03.141073,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.7 cm.,,
2025-10-27T18:24:03.705609,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.8 cm.,,
2025-10-27T18:24:04.297179,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.8 cm.,,
2025-10-27T18:24:04.888065,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 185.9 cm.,,
2025-10-27T18:24:05.505595,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.0 cm.,,
2025-10-27T18:24:06.087932,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.1 cm.,,
2025-10-27T18:24:06.674108,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.2 cm.,,
2025-10-27T18:24:07.260712,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.2 cm.,,
2025-10-27T18:24:07.830623,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.3 cm.,,
2025-10-27T18:24:08.442876,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.4 cm.,,
2025-10-27T18:24:09.892301,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.5 cm.,,
2025-10-27T18:24:10.565919,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.6 cm.,,
2025-10-27T18:24:11.163599,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.6 cm.,,
2025-10-27T18:24:11.783192,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.7 cm.,,
2025-10-27T18:24:12.375931,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.8 cm.,,
2025-10-27T18:24:13.051592,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 186.9 cm.,,
2025-10-27T18:24:13.744763,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.0 cm.,,
2025-10-27T18:24:14.455117,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.0 cm.,,
2025-10-27T18:24:15.098739,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.1 cm.,,
2025-10-27T18:24:15.872696,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.2 cm.,,
2025-10-27T18:24:16.547162,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.3 cm.,,
2025-10-27T18:24:17.125537,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.4 cm.,,
2025-10-27T18:24:17.743596,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.4 cm.,,
2025-10-27T18:24:18.375717,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.5 cm.,,
2025-10-27T18:24:19.006984,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.6 cm.,,
2025-10-27T18:24:21.244207,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.7 cm.,,
2025-10-27T18:24:22.376487,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.8 cm.,,
2025-10-27T18:24:24.974892,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.8 cm.,,
2025-10-27T18:24:26.431907,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 187.9 cm.,,
2025-10-27T18:24:27.885588,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.0 cm.,,
2025-10-27T18:24:28.697857,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.1 cm.,,
2025-10-27T18:24:29.383654,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.2 cm.,,
2025-10-27T18:24:30.096904,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.2 cm.,,
2025-10-27T18:24:30.772824,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.3 cm.,,
2025-10-27T18:24:32.486622,FloodRisk,HIGH,Flood risk: score 0.35. Avg sensor 188.4 cm.,,
2025-10-27T18:24:35.392790,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.5 cm.,,
2025-10-27T18:24:36.084414,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.6 cm.,,
2025-10-27T18:24:36.764955,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.6 cm.,,
2025-10-27T18:24:37.460043,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.7 cm.,,
2025-10-27T18:24:38.101183,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.8 cm.,,
2025-10-27T18:24:38.787265,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 188.9 cm.,,
2025-10-27T18:24:39.564619,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.0 cm.,,
2025-10-27T18:24:40.586942,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.0 cm.,,
2025-10-27T18:24:41.230961,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.1 cm.,,
2025-10-27T18:24:41.889453,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.2 cm.,,
2025-10-27T18:24:42.609431,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.3 cm.,,
2025-10-27T18:24:43.268913,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.4 cm.,,
2025-10-27T18:24:43.999982,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.4 cm.,,
2025-10-27T18:24:44.748806,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.5 cm.,,
2025-10-27T18:24:45.502112,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.6 cm.,,
2025-10-27T18:24:46.313097,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.7 cm.,,
2025-10-27T18:24:47.174629,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.8 cm.,,
2025-10-27T18:24:47.924000,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.8 cm.,,
2025-10-27T18:24:48.675617,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 189.9 cm.,,
2025-10-27T18:24:49.443249,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.0 cm.,,
2025-10-27T18:24:50.144198,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.1 cm.,,
2025-10-27T18:24:51.118492,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.2 cm.,,
2025-10-27T18:24:51.826653,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.2 cm.,,
2025-10-27T18:24:52.577737,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.3 cm.,,
2025-10-27T18:24:53.211339,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.4 cm.,,
2025-10-27T18:24:53.871321,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.5 cm.,,
2025-10-27T18:24:54.565852,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.6 cm.,,
2025-10-27T18:24:55.242001,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.6 cm.,,
2025-10-27T18:24:55.969443,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.7 cm.,,
2025-10-27T18:24:56.671952,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.8 cm.,,
2025-10-27T18:24:57.332295,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 190.9 cm.,,
2025-10-27T18:24:57.943627,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.0 cm.,,
2025-10-27T18:24:58.639853,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.0 cm.,,
2025-10-27T18:24:59.388597,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.1 cm.,,
2025-10-27T18:25:00.346929,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.2 cm.,,
2025-10-27T18:25:01.048632,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.3 cm.,,
2025-10-27T18:25:01.668465,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.4 cm.,,
2025-10-27T18:25:02.340922,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.4 cm.,,
2025-10-27T18:25:03.021036,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.5 cm.,,
2025-10-27T18:25:03.738737,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.6 cm.,,
2025-10-27T18:25:04.489370,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.7 cm.,,
2025-10-27T18:25:05.132427,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.8 cm.,,
2025-10-27T18:25:05.786886,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.8 cm.,,
2025-10-27T18:25:06.440992,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 191.9 cm.,,
2025-10-27T18:25:07.082957,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.0 cm.,,
2025-10-27T18:25:07.759110,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.1 cm.,,
2025-10-27T18:25:08.483244,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.2 cm.,,
2025-10-27T18:25:09.604998,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.2 cm.,,
2025-10-27T18:25:10.459168,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.3 cm.,,
2025-10-27T18:25:11.130124,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.4 cm.,,
2025-10-27T18:25:11.802196,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.5 cm.,,
2025-10-27T18:25:12.550016,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.6 cm.,,
2025-10-27T18:25:13.238290,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.6 cm.,,
2025-10-27T18:25:13.905706,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.7 cm.,,
2025-10-27T18:25:14.638130,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.8 cm.,,
2025-10-27T18:25:15.260193,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 192.9 cm.,,
2025-10-27T18:25:15.929509,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.0 cm.,,
2025-10-27T18:25:16.608810,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.0 cm.,,
2025-10-27T18:25:17.267336,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.1 cm.,,
2025-10-27T18:25:17.933612,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.2 cm.,,
2025-10-27T18:25:18.640124,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.3 cm.,,
2025-10-27T18:25:19.697868,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.4 cm.,,
2025-10-27T18:25:20.396110,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.4 cm.,,
2025-10-27T18:25:21.164122,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.5 cm.,,
2025-10-27T18:25:21.931496,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.6 cm.,,
2025-10-27T18:25:22.697679,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.7 cm.,,
2025-10-27T18:25:23.410582,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.8 cm.,,
2025-10-27T18:25:24.060522,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.8 cm.,,
2025-10-27T18:25:24.729370,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 193.9 cm.,,
2025-10-27T18:25:25.365518,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.0 cm.,,
2025-10-27T18:25:26.015849,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.1 cm.,,
2025-10-27T18:25:26.668440,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.2 cm.,,
2025-10-27T18:25:27.382370,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.2 cm.,,
2025-10-27T18:25:28.436827,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.3 cm.,,
2025-10-27T18:25:29.140059,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.4 cm.,,
2025-10-27T18:25:29.881703,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.5 cm.,,
2025-10-27T18:25:30.509254,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.6 cm.,,
2025-10-27T18:25:31.150821,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.6 cm.,,
2025-10-27T18:25:31.745819,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.7 cm.,,
2025-10-27T18:25:32.348716,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.8 cm.,,
2025-10-27T18:25:32.971612,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 194.9 cm.,,
2025-10-27T18:25:33.560236,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.0 cm.,,
2025-10-27T18:25:34.215827,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.0 cm.,,
2025-10-27T18:25:34.921897,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.1 cm.,,
2025-10-27T18:25:35.638666,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.2 cm.,,
2025-10-27T18:25:36.257543,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.3 cm.,,
2025-10-27T18:25:36.869845,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.4 cm.,,
2025-10-27T18:25:37.592877,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.4 cm.,,
2025-10-27T18:25:38.491274,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.5 cm.,,
2025-10-27T18:25:39.106055,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.6 cm.,,
2025-10-27T18:25:39.439542,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.7 cm.,,
2025-10-27T18:25:40.031895,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.8 cm.,,
2025-10-27T18:25:40.685145,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.8 cm.,,
2025-10-27T18:25:41.355021,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 195.9 cm.,,
2025-10-27T18:25:42.030567,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 196.0 cm.,,
2025-10-27T18:25:42.721010,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 196.1 cm.,,
2025-10-27T18:25:43.491027,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 196.2 cm.,,
2025-10-27T18:25:44.197267,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 196.2 cm.,,
2025-10-27T18:25:44.888371,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 196.3 cm.,,
2025-10-27T18:25:45.609163,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 196.4 cm.,,
2025-10-27T18:25:46.243587,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 196.5 cm.,,
2025-10-27T18:25:46.948952,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.5 cm.,,
2025-10-27T18:25:48.992016,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.6 cm.,,
2025-10-27T18:25:49.602328,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.6 cm.,,
2025-10-27T18:25:50.899061,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.6 cm.,,
2025-10-27T18:25:52.623532,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.6 cm.,,
2025-10-27T18:25:53.193898,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.6 cm.,,
2025-10-27T18:25:53.673999,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.6 cm.,,
2025-10-27T18:25:59.767638,FloodRisk,HIGH,Flood risk: score 0.31. Avg sensor 196.6 cm.,,
2025-10-27T18:26:00.337570,FloodRisk,HIGH,Flood risk: score 0.31. Avg sensor 196.6 cm.,,
2025-10-27T18:26:00.943862,FloodRisk,HIGH,Flood risk: score 0.31. Avg sensor 196.6 cm.,,
2025-10-27T18:26:02.013682,FloodRisk,HIGH,Flood risk: score 0.31. Avg sensor 196.6 cm.,,
2025-10-27T18:26:02.672673,FloodRisk,HIGH,Flood risk: score 0.31. Avg sensor 196.6 cm.,,
2025-10-27T18:26:03.268273,FloodRisk,HIGH,Flood risk: score 0.31. Avg sensor 196.6 cm.,,
2025-10-27T18:26:03.862598,FloodRisk,HIGH,Flood risk: score 0.31. Avg sensor 196.7 cm.,,
2025-10-27T18:26:04.472956,FloodRisk,HIGH,Flood risk: score 0.31. Avg sensor 196.7 cm.,,
2025-10-27T18:26:05.249121,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:05.974927,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:06.676042,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:07.348520,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:07.981752,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:08.663728,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:10.536259,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:11.208154,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:13.984267,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:14.882834,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:16.213973,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:17.133950,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:19.250478,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:19.663986,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:21.106000,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:22.301427,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:50.633140,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:53.149877,FloodRisk,HIGH,Flood risk: score 0.40. Avg sensor 196.7 cm.,,
2025-10-27T18:26:54.839011,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:26:55.958398,FloodRisk,HIGH,Flood risk: score 0.32. Avg sensor 196.7 cm.,,
2025-10-27T18:26:57.004140,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:00.359117,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:01.314118,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:02.719690,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:06.087286,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:07.822965,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:12.444873,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:28.415036,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:29.296291,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:29.752506,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:30.289141,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:32.531029,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:34.346258,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:35.173316,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:36.056418,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:37.593905,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:38.986058,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:46.100260,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:47.169449,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:48.164483,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:48.884950,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:50.197567,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:53.172012,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:53.955184,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:55.907691,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:57.964499,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:27:59.082829,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:00.880107,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:05.051216,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:06.088305,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:07.676013,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:08.349882,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:10.028211,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:11.467703,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:12.934379,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:14.562059,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:22.542100,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:23.778745,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
2025-10-27T18:28:25.374648,FloodRisk,HIGH,Flood risk: score 0.30. Avg sensor 196.7 cm.,,
